City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
477,Abashiri,JP,44.0213,144.2697,58.98,84,96,15.75,overcast clouds
478,Maniitsoq,GL,65.4167,-52.9,30.06,81,100,14.74,overcast clouds
479,Grand-Lahou,CI,5.1367,-5.0242,78.31,84,90,7.38,overcast clouds
480,Sabang,ID,5.8933,95.3214,84.2,72,100,17.56,overcast clouds
481,Halifax,CA,44.6453,-63.5724,71.49,48,100,12.66,overcast clouds
482,Andapa,MG,-14.65,49.65,65.88,97,62,1.54,broken clouds
483,Hirara,JP,24.8,125.2833,78.94,88,100,18.61,light rain
484,Port Hardy,CA,50.6996,-127.4199,53.78,82,75,3.44,broken clouds
485,Apex,US,35.7327,-78.8503,83.03,71,75,4.61,broken clouds
486,Kamenka,RU,51.3223,42.7678,52.16,93,100,17.96,light rain
487,Rio Cuarto,AR,-33.1307,-64.3499,54.48,58,75,12.66,broken clouds
488,Arlit,NE,18.7369,7.3853,93.27,7,37,6.13,scattered clouds
489,Walvis Bay,NA,-22.9575,14.5053,55.09,94,0,4.61,clear sky
490,Moron,AR,-34.6534,-58.6198,55.29,72,3,7.72,clear sky
491,Binzhou,CN,37.3667,118.0167,67.41,39,0,12.64,clear sky
492,Ambilobe,MG,-13.2,49.05,70.27,90,67,2.59,broken clouds
493,Christchurch,NZ,-43.5333,172.6333,36.41,93,7,1.14,clear sky
494,Hoshangabad,IN,22.75,77.7167,90.86,26,33,7.7,scattered clouds
495,Buzdyak,RU,54.5833,54.55,43.21,78,47,5.35,scattered clouds
496,Naifaru,MV,5.4444,73.3657,82.53,75,99,14.12,overcast clouds
497,Waitati,NZ,-45.75,170.5667,39.79,83,7,2.89,clear sky
498,Dicabisagan,PH,17.0818,122.4157,79.07,86,100,7.76,overcast clouds
499,Necochea,AR,-38.5473,-58.7368,48.29,53,100,4.68,overcast clouds
500,Chuy,UY,-33.6971,-53.4616,56.5,82,100,7.85,overcast clouds
501,Cidreira,BR,-30.1811,-50.2056,63.9,95,100,1.14,moderate rain
502,Tsaratanana,MG,-16.7833,47.65,70.25,66,1,1.68,clear sky
503,Terney,RU,45.0503,136.6092,50.7,97,100,6.73,overcast clouds
504,Gobabis,NA,-22.45,18.9667,58.6,28,0,10.31,clear sky
505,Aykhal,RU,66.0,111.5,29.86,69,43,12.64,scattered clouds
506,Mana,GF,5.6592,-53.7767,78.76,86,45,10.0,scattered clouds
507,Songjianghe,CN,42.1859,127.479,42.42,97,100,3.53,overcast clouds
508,Erzin,TR,36.9559,36.2,71.37,52,0,3.62,clear sky
509,Dindori,IN,22.95,81.0833,79.83,35,6,3.76,clear sky
510,Sidi Ali,DZ,36.0998,0.4206,64.56,62,0,4.74,clear sky
511,Amahai,ID,-3.3333,128.9167,77.59,87,80,2.98,broken clouds
512,Jeremie,HT,18.65,-74.1167,83.03,67,32,3.96,scattered clouds
513,Bataipora,BR,-22.2953,-53.2711,72.25,52,16,4.59,few clouds
514,Xochistlahuaca,MX,16.7833,-98.25,92.35,48,92,9.78,overcast clouds
515,Nizhniy Odes,RU,63.6445,54.856,41.94,91,96,8.16,overcast clouds
516,Saldanha,ZA,-33.0117,17.9442,55.45,85,0,9.22,clear sky
517,Bria,CF,6.5423,21.9863,68.58,98,86,4.97,light rain
518,Sechura,PE,-5.5569,-80.8222,75.0,61,35,15.05,scattered clouds
519,Santa Maria,BR,-29.6842,-53.8069,65.5,100,75,5.75,broken clouds
520,Ranong,TH,9.9658,98.6348,80.08,87,100,11.25,overcast clouds
521,Vidim,RU,56.4088,103.1106,35.78,87,5,4.47,clear sky
522,Miranda,CO,3.2499,-76.2281,84.65,73,67,1.74,broken clouds
523,Sabha,LY,27.0377,14.4283,89.42,6,0,5.1,clear sky
524,Great Falls,US,47.5002,-111.3008,68.68,38,0,6.91,clear sky
525,Inhambane,MZ,-23.865,35.3833,70.32,86,0,5.59,clear sky
526,Bardiyah,LY,31.7561,25.0865,73.45,54,0,2.75,clear sky
527,Dera Ismail Khan,PK,31.8327,70.9024,91.78,24,2,6.31,clear sky
528,Galle,LK,6.0367,80.217,79.63,84,93,12.26,overcast clouds
529,Charlestown,AU,-32.95,151.6667,54.41,97,58,3.0,broken clouds
530,Jalu,LY,29.0331,21.5482,87.75,15,0,8.41,clear sky
531,Bouca,CF,6.5105,18.2733,70.54,95,97,3.2,light rain
532,Skjervoy,NO,70.0311,20.9714,51.8,63,88,15.66,overcast clouds
533,Vitim,RU,59.4511,112.5578,39.02,93,99,8.48,overcast clouds
534,Bakchar,RU,57.0186,82.0711,52.72,63,100,4.32,overcast clouds
535,Malpe,IN,13.35,74.7167,83.5,81,62,1.39,broken clouds
536,Oga,IT,46.4631,10.347,57.88,96,72,1.01,broken clouds
537,Leninskoye,KZ,41.7589,69.3864,65.62,49,98,9.82,overcast clouds
538,Bytow,PL,54.1706,17.4919,52.21,70,4,12.88,clear sky
539,Port Hedland,AU,-20.3167,118.5667,71.65,73,93,5.75,overcast clouds
540,Shimanovsk,RU,52.0,127.7,59.5,55,5,4.16,clear sky
541,Tuatapere,NZ,-46.1333,167.6833,39.52,85,0,3.78,clear sky
542,Brae,GB,60.3964,-1.353,46.26,71,46,16.33,scattered clouds
543,Yumen,CN,40.2833,97.2,65.97,38,100,9.1,overcast clouds
544,Berlevag,NO,70.8578,29.0864,44.4,81,0,16.11,clear sky
545,Yangjiang,CN,21.85,111.9667,77.65,91,99,0.89,overcast clouds
546,Chimbote,PE,-9.0853,-78.5783,66.51,77,70,8.1,broken clouds
547,Grand Forks,US,47.9417,-97.4337,68.79,45,20,9.22,few clouds
548,Akyab,MM,20.15,92.9,81.32,83,33,7.92,scattered clouds
549,Mangan,IN,27.5167,88.5333,67.8,83,25,3.56,scattered clouds
550,Nouadhibou,MR,20.931,-17.0347,67.98,83,5,21.85,clear sky
551,Lexington,US,37.9887,-84.4777,76.24,85,100,9.22,moderate rain
552,Maniwaki,CA,46.3834,-75.966,66.58,72,100,10.36,overcast clouds
553,Lata,PT,40.1629,-8.3327,70.07,61,53,1.45,broken clouds
554,Taicheng,CN,38.731,113.228,53.98,30,1,2.98,clear sky
555,Awjilah,LY,29.1081,21.2869,88.02,15,0,7.67,clear sky
556,Lander,US,42.833,-108.7307,82.11,20,0,5.75,clear sky
557,Palu,ID,-0.8917,119.8707,75.56,98,100,1.21,moderate rain
558,Lerwick,GB,60.1545,-1.1494,46.4,73,84,16.91,light rain
559,Norman Wells,CA,65.282,-126.8329,60.84,41,75,13.8,broken clouds
560,Hinton,CA,53.4001,-117.5857,63.16,27,86,6.53,overcast clouds
561,Sawtell,AU,-30.3833,153.1,57.18,94,13,0.0,few clouds
562,Sinnamary,GF,5.3833,-52.95,79.72,83,65,10.96,broken clouds
563,Blackfoot,US,43.1905,-112.345,86.05,22,53,10.4,broken clouds
564,Ilo,PE,-17.6394,-71.3375,67.06,73,75,8.05,broken clouds
565,Karratha,AU,-20.7377,116.8463,74.95,72,88,5.57,overcast clouds
566,Teahupoo,PF,-17.8333,-149.2667,78.76,71,0,14.65,clear sky
567,San Patricio,US,28.017,-97.5169,94.15,36,0,12.62,clear sky
568,Araguaina,BR,-7.1911,-48.2072,79.66,61,83,8.19,broken clouds
569,Tilichiki,RU,60.4667,166.1,38.64,97,100,2.91,light rain
570,Kodinsk,RU,58.6881,99.1844,39.92,86,34,4.29,scattered clouds
571,Jining,CN,35.405,116.5814,62.2,31,0,4.43,clear sky
572,Izhma,RU,65.0083,53.9113,44.76,92,100,11.83,light rain
573,Muli,MV,2.9167,73.5667,83.05,71,57,12.33,broken clouds
574,Axim,GH,4.8699,-2.2405,78.13,83,35,5.93,scattered clouds
575,Polovinnoye,RU,54.7914,65.9864,58.23,86,37,4.09,light rain
576,Kyra,RU,49.5776,111.9753,56.55,43,100,10.87,overcast clouds
577,Sao Felix Do Xingu,BR,-6.6447,-51.995,79.16,68,75,3.15,broken clouds
578,Muros,ES,42.7762,-9.0603,63.14,74,60,11.39,broken clouds
579,Gazanjyk,TM,39.2446,55.5154,65.71,45,66,3.24,broken clouds
580,Huarmey,PE,-10.0681,-78.1522,69.1,72,58,10.4,broken clouds
581,Andijon,UZ,40.7821,72.3442,70.88,37,37,5.08,scattered clouds
582,Laguna,US,38.421,-121.4238,88.93,41,0,19.57,clear sky
583,Mogzon,RU,51.7435,111.9606,46.08,66,1,11.48,clear sky
584,Dom Pedrito,BR,-30.9828,-54.6731,57.63,97,100,8.84,overcast clouds
585,Koumac,NC,-20.5667,164.2833,74.73,80,100,3.74,overcast clouds
586,Zarand,IR,30.8127,56.564,72.32,12,0,6.08,clear sky
587,Nguruka,TZ,-5.1092,31.0419,71.17,66,100,1.92,overcast clouds
588,Haines Junction,CA,60.7522,-137.5108,53.55,54,50,3.44,scattered clouds
589,Progreso,MX,21.2833,-89.6667,98.71,81,100,15.14,overcast clouds
590,Saint-Michel-Des-Saints,CA,46.6834,-73.9159,56.93,96,100,12.86,overcast clouds
591,Singaraja,ID,-8.112,115.0882,78.91,80,100,7.11,moderate rain
592,Grindavik,IS,63.8424,-22.4338,50.47,66,40,17.27,scattered clouds
593,Celestun,MX,20.8667,-90.4,85.15,71,100,14.16,overcast clouds
594,Libenge,CD,3.65,18.6333,73.78,87,25,4.45,scattered clouds
595,Griffith,US,41.5284,-87.4237,75.88,68,0,12.66,clear sky
596,Bayji,IQ,34.9311,43.487,77.47,11,0,8.43,clear sky
597,Truckee,US,39.328,-120.1833,82.72,28,0,19.57,clear sky
598,Arona,ES,28.0996,-16.681,63.12,67,40,16.11,scattered clouds
599,Yatou,CN,37.15,122.3833,59.29,49,37,3.33,scattered clouds
600,Monrovia,LR,6.3005,-10.7969,79.56,83,70,9.08,light rain
601,Manaus,BR,-3.1019,-60.025,90.1,66,20,13.8,few clouds
602,Zhezkazgan,KZ,47.8043,67.7144,55.42,63,0,9.78,clear sky
603,Prainha,BR,-1.8,-53.48,77.16,90,89,4.74,overcast clouds
604,Gualaquiza,EC,-3.4,-78.55,70.32,89,55,2.21,light rain
605,Taksimo,RU,56.3444,114.8794,41.77,76,100,5.03,overcast clouds
606,Kieta,PG,-6.2167,155.6333,79.7,84,98,3.27,light rain
607,Zhigalovo,RU,54.8097,105.1578,42.53,80,58,5.55,broken clouds
608,Kununurra,AU,-15.7667,128.7333,62.58,72,6,3.44,clear sky
609,Kibara,TZ,-2.15,33.45,70.61,76,99,4.72,light rain
610,Samarai,PG,-10.6167,150.6667,79.86,77,100,11.32,overcast clouds
611,Pithoragarh,IN,29.5833,80.2167,61.92,56,48,2.39,scattered clouds
612,Launceston,AU,-41.45,147.1667,53.24,94,75,12.66,broken clouds
613,Huinan,CN,42.6225,126.2614,48.88,93,100,3.8,overcast clouds
614,Emerald,AU,-23.5333,148.1667,59.77,89,0,7.76,clear sky
615,Honningsvag,NO,70.9821,25.9704,55.15,44,0,11.5,clear sky
616,Amalapuram,IN,16.5833,82.0167,81.25,89,27,3.83,scattered clouds
617,Northam,GB,51.0333,-4.2167,58.39,96,100,15.48,overcast clouds
618,Podporozhye,RU,60.9112,34.1706,40.69,77,13,4.16,few clouds
619,Marbella,ES,36.5154,-4.8858,69.26,35,6,7.61,clear sky
620,Zherdevka,RU,51.8486,41.4606,52.16,94,100,19.64,light rain
621,Tres Arroyos,AR,-38.3739,-60.2798,46.04,53,100,5.3,light rain
622,Matara,LK,5.9485,80.5353,77.85,88,84,10.45,broken clouds
623,Bealanana,MG,-14.55,48.7333,58.64,92,11,1.48,few clouds
624,Voi,KE,-3.3945,38.563,70.88,87,78,9.84,broken clouds
625,Mirador,BR,-6.3708,-44.3631,76.91,70,91,3.22,overcast clouds
626,El Vigia,VE,8.6219,-71.6506,88.23,58,100,1.86,overcast clouds
627,Road Town,VG,18.4167,-64.6167,84.29,78,40,9.22,scattered clouds
628,San Quintin,MX,30.4833,-115.95,67.73,66,1,10.29,clear sky
629,Peterhead,GB,57.5058,-1.7981,50.4,69,11,21.32,few clouds
630,Feicheng,CN,35.2606,117.9675,62.19,26,0,4.21,clear sky
631,Vuktyl,RU,63.8567,57.3094,39.51,90,58,6.49,broken clouds
632,Puerto Leguizamo,CO,-0.1934,-74.7819,75.6,96,87,2.46,overcast clouds
633,Kahului,US,20.8947,-156.47,78.82,61,40,17.27,scattered clouds
634,Manadhoo,MV,5.7667,73.3833,82.51,74,100,13.33,overcast clouds
635,Quesnel,CA,52.9999,-122.5029,63.1,45,20,9.22,few clouds
636,Bambanglipuro,ID,-7.95,110.2833,77.16,80,100,1.99,overcast clouds
637,Ukiah,US,39.1502,-123.2078,81.45,45,0,10.36,clear sky
638,Gibraltar,GI,36.1447,-5.3526,66.15,82,40,19.57,scattered clouds
639,Adrar,MR,20.5022,-10.0711,91.62,21,45,2.19,scattered clouds
640,Vao,NC,-22.6667,167.4833,73.31,78,100,10.2,overcast clouds
641,West Lorne,CA,42.6001,-81.5998,74.44,95,100,17.07,light rain
642,Nikolayevsk-Na-Amure,RU,53.1406,140.73,46.98,81,40,4.79,scattered clouds
643,Buritizeiro,BR,-17.3511,-44.9622,72.27,46,58,4.99,broken clouds
644,Rock Sound,BS,24.9,-76.2,79.03,72,36,15.59,scattered clouds
645,Kalemie,CD,-5.9475,29.1947,71.31,73,16,2.46,few clouds
646,Valparaiso,CL,-33.0393,-71.6273,59.23,70,0,8.05,clear sky
647,Marsabit,KE,2.3284,37.9899,68.65,66,94,19.13,overcast clouds
648,Freeport,US,40.6576,-73.5832,71.31,68,100,14.97,overcast clouds
649,Ahipara,NZ,-35.1667,173.1667,55.98,76,56,4.61,broken clouds
650,Abu Samrah,SY,35.3029,37.1841,74.34,30,0,2.91,clear sky
651,Kautokeino,NO,69.0125,23.0412,52.59,49,97,8.99,overcast clouds
652,Lenine,UA,45.2986,35.7771,58.12,73,98,2.3,overcast clouds
653,Oistins,BB,13.0667,-59.5333,80.69,78,75,21.85,broken clouds
654,Saint-Joseph,RE,-21.3667,55.6167,70.18,76,5,2.04,clear sky
655,Kalachinsk,RU,55.0529,74.5751,65.21,51,18,12.55,few clouds
656,Tukrah,LY,32.5341,20.5791,77.74,41,6,8.01,clear sky
657,High Rock,BS,26.6208,-78.2833,84.22,71,14,14.2,few clouds
658,Hambantota,LK,6.1241,81.1185,79.83,82,86,18.34,overcast clouds
659,Ostrovnoy,RU,68.0531,39.5131,35.08,97,100,16.42,light snow
660,General Roca,AR,-39.0333,-67.5833,45.63,67,92,7.74,overcast clouds
661,Zhangjiakou,CN,40.81,114.8794,59.58,24,0,3.29,clear sky
662,Aksarka,RU,66.5606,67.7975,53.65,51,100,12.57,overcast clouds
663,Charters Towers,AU,-20.1,146.2667,63.84,75,82,5.82,broken clouds
664,Lienz,AT,46.8289,12.769,56.44,97,64,3.49,broken clouds
665,Kumphawapi,TH,17.1087,103.0149,82.89,99,82,5.3,broken clouds
666,Jamsa,FI,61.8642,25.19,48.92,96,100,2.24,overcast clouds
667,Molokovo,RU,58.1661,36.7628,48.85,99,100,5.1,overcast clouds
668,Zeya,RU,53.75,127.2667,57.87,61,100,5.59,overcast clouds
669,College,US,64.8569,-147.8028,65.59,41,75,13.8,broken clouds
670,Atambua,ID,-9.1061,124.8925,71.2,89,100,4.97,overcast clouds
671,Kaspiyskiy,RU,45.3929,47.3707,63.27,55,39,8.1,scattered clouds
672,Meadow Lake,US,34.8014,-106.5436,89.78,8,0,6.93,clear sky
673,Zavodouspenskoye,RU,56.8626,65.0155,53.82,98,100,11.32,moderate rain
674,Mwinilunga,ZM,-11.7358,24.4293,56.1,46,0,4.23,clear sky
675,Itarema,BR,-2.9248,-39.9167,77.16,87,6,8.75,clear sky
676,Laramie,US,41.3114,-105.5911,75.09,17,0,11.5,clear sky
677,Uryupinsk,RU,50.8047,42.0138,57.61,90,100,20.94,overcast clouds
678,Biharamulo,TZ,-2.6319,31.3089,62.6,92,92,2.66,light rain
679,Jaszladany,HU,47.3667,20.1667,66.2,66,72,7.23,broken clouds
680,Nagato,JP,34.3833,131.2,62.11,85,66,7.9,broken clouds
681,Ilebo,CD,-4.3167,20.5833,72.36,76,60,0.63,broken clouds
682,Mlonggo,ID,-6.5333,110.7,77.34,79,96,3.31,heavy intensity rain
683,Kommunisticheskiy,RU,61.6789,64.4819,53.08,98,100,4.32,moderate rain
684,Tynda,RU,55.1667,124.7167,51.76,85,100,6.73,overcast clouds
685,Lethem,GY,3.3803,-59.7968,84.15,72,35,7.16,scattered clouds
686,Oda,JP,35.1833,132.5,63.23,93,92,8.37,overcast clouds
687,Geraldton,AU,-28.7667,114.6,55.81,82,18,11.5,few clouds
688,Zhuanghe,CN,39.7008,122.9911,55.31,73,40,5.17,scattered clouds
689,Santiago,CL,-33.4569,-70.6483,63.28,64,100,16.11,haze
690,Ola,RU,59.5833,151.2833,37.15,99,100,10.63,light rain
691,Masyaf,SY,35.0653,36.3406,69.84,45,0,1.54,clear sky
692,Batsfjord,NO,70.6345,29.7185,44.38,70,75,3.44,broken clouds
693,Opuwo,NA,-18.0607,13.84,62.58,30,0,5.93,clear sky
694,Suffolk,US,40.8668,-72.7996,69.71,71,40,11.5,scattered clouds
695,Avanigadda,IN,16.0215,80.9181,87.15,69,99,8.68,overcast clouds
696,Kapustin Yar,RU,48.5831,45.7372,61.39,61,97,9.22,overcast clouds
697,Astoria,US,46.1879,-123.8313,66.43,84,100,0.0,overcast clouds
698,Avera,US,33.194,-82.5271,80.11,88,100,8.01,light rain
699,Valdez,EC,1.2492,-78.9831,79.88,79,93,9.01,overcast clouds
700,Cochrane,CA,51.1834,-114.4687,69.39,28,100,11.5,overcast clouds
701,Maldonado,UY,-34.6667,-54.9167,54.79,80,3,6.22,clear sky
702,Gympie,AU,-26.1898,152.665,60.19,97,11,3.53,few clouds
703,Samdari,IN,25.8167,72.5833,84.92,62,0,15.84,clear sky
704,Rabo De Peixe,PT,37.8,-25.5833,62.11,82,20,9.22,few clouds
705,Ca Mau,VN,9.1769,105.15,80.82,81,100,8.88,overcast clouds
706,Isla Mujeres,MX,21.2311,-86.731,86.16,79,100,12.57,overcast clouds
707,Millville,US,39.4021,-75.0393,73.35,69,100,8.05,overcast clouds
708,Owase,JP,34.0667,136.2,68.4,92,100,4.63,overcast clouds
709,Atbasar,KZ,51.8,68.3333,57.02,77,62,21.77,broken clouds
710,Vanderhoof,CA,54.0166,-124.0198,56.07,55,100,2.13,overcast clouds
711,Labuhan,ID,-6.8844,112.2051,77.0,82,100,3.06,overcast clouds
712,Darhan,MN,49.4867,105.9228,53.13,69,98,14.12,overcast clouds
713,Izumo,JP,35.3667,132.7667,66.15,96,81,7.83,broken clouds
714,Merta,IN,26.65,74.0333,86.74,46,0,17.69,clear sky
715,Gornyak,RU,50.9942,81.4661,66.85,61,27,2.48,scattered clouds
